raw_index,true_label,source_split,umap_x,umap_y
674141,Donut,Training,18.286823,9.584239
279349,Donut,Training,18.832703,10.56075
439092,Donut,Training,18.13177,11.121128
684052,Donut,Test,6.2959914,8.811764
680002,Donut,Test,17.513092,11.594294
279536,Donut,Training,18.690773,11.624187
722327,Donut,Test,4.6894894,8.245139
726359,Donut,Test,17.65578,8.792638
278757,Donut,Training,17.93368,9.092243
252319,Donut,Training,19.47862,10.512722
54393,Donut,Training,17.450972,11.511599
280048,Donut,Training,18.821465,10.08325
279273,Donut,Training,19.13904,10.665936
7905,Donut,Training,19.531143,10.452632
279207,Donut,Training,18.422998,11.312042
682022,Donut,Test,17.762653,11.970939
279125,Donut,Training,18.678173,11.629903
386929,Donut,Training,18.373505,10.473251
280180,Donut,Training,17.880007,9.0418415
7877,Donut,Training,18.675884,9.700553
680063,Donut,Test,17.67953,11.492113
279345,Donut,Training,18.164394,11.164088
279551,Donut,Training,18.00048,12.081857
279511,Donut,Training,18.975218,9.846344
279127,Donut,Training,19.06995,10.789617
279202,Donut,Training,17.799332,8.969425
279757,Donut,Training,19.301252,10.02209
7346,Donut,Training,17.517351,11.42506
280051,Donut,Training,18.408377,11.400854
317419,Donut,Training,18.003525,12.052142
279841,Donut,Training,18.89014,10.8112755
680765,Donut,Test,6.309875,8.775016
674121,Donut,Training,18.028072,9.818694
7348,Donut,Training,17.771301,11.246285
279267,Donut,Training,19.108889,10.230076
31704,Donut,Training,17.998568,11.092746
279928,Donut,Training,18.714495,10.400342
318451,Donut,Training,17.643898,8.786474
241996,Donut,Training,18.686037,10.943219
639392,Donut,Training,19.025127,9.797171
279842,Donut,Training,17.619446,10.755689
512192,Donut,Training,18.24931,9.814039
279256,Donut,Training,17.711498,11.945898
116252,Donut,Training,17.72574,8.843544
279509,Donut,Training,18.194214,11.98975
280036,Donut,Training,19.039042,10.029724
7334,Donut,Training,17.550385,8.709334
391123,Donut,Training,17.798477,11.968724
279932,Donut,Training,18.461542,10.393587
279897,Donut,Training,18.763468,10.301162
651638,Donut,Test,18.409576,11.487695
681559,Donut,Test,18.688372,10.00674
278761,Donut,Training,19.041199,10.9385
762914,Donut,Test,17.513172,8.685897
394575,Donut,Training,18.664886,10.89067
68415,Donut,Training,19.356455,10.9280405
404550,Donut,Training,18.6027,11.654298
738205,Donut,Test,17.612724,8.752517
279050,Donut,Training,18.353376,10.564533
82327,Donut,Training,19.177979,10.658046
279274,Donut,Training,18.743029,10.419336
680800,Donut,Test,17.465025,11.449912
279051,Donut,Training,19.11785,10.7433
280037,Donut,Training,19.229795,9.998075
278613,Donut,Training,18.800724,10.416641
681064,Donut,Test,17.729946,11.923081
241994,Donut,Training,18.125357,11.992397
387058,Donut,Training,18.308586,11.319339
681152,Donut,Test,17.555347,10.688174
680918,Donut,Test,17.529043,10.7587385
279550,Donut,Training,19.119732,10.188767
280050,Donut,Training,18.065382,12.094926
279372,Donut,Training,18.539202,10.56947
758427,Donut,Test,18.489157,11.404702
279481,Donut,Training,18.985405,10.2145605
418850,Donut,Training,18.183409,11.224456
674134,Donut,Training,17.774786,8.915471
279061,Donut,Training,17.448742,10.707412
762997,Donut,Test,17.537249,8.690491
683999,Donut,Test,17.494015,11.706221
316484,Donut,Training,17.712914,11.561629
762905,Donut,Test,17.530548,8.7025795
414449,Donut,Training,19.333952,10.956314
279270,Donut,Training,17.784433,11.420951
278715,Donut,Training,17.853033,9.0081
758239,Edge-Loc,Test,-0.086231,7.6953735
811360,Edge-Loc,Test,0.69436455,7.380644
62800,Edge-Loc,Training,-1.0248867,6.812679
745661,Edge-Loc,Training,-0.080083065,7.3484282
54178,Edge-Loc,Training,-0.64360267,6.49754
810758,Edge-Loc,Test,0.024625832,8.748135
756992,Edge-Loc,Test,-0.87985015,7.603865
133311,Edge-Loc,Training,0.16117449,7.114856
713759,Edge-Loc,Test,-0.13768268,8.985747
6006,Edge-Loc,Training,-0.85009634,6.8204913
650235,Edge-Loc,Test,0.06411115,8.7063675
85932,Edge-Loc,Training,0.82282376,7.6750035
737389,Edge-Loc,Test,-0.05888257,7.1789412
770942,Edge-Loc,Test,-0.24858662,8.175826
779838,Edge-Loc,Test,-0.42411295,8.389375
796255,Edge-Loc,Test,-0.7849443,7.2015347
731977,Edge-Loc,Test,0.4795897,7.4027495
771987,Edge-Loc,Test,0.4255168,12.833035
267569,Edge-Loc,Training,-0.615349,6.4830194
410579,Edge-Loc,Training,0.68601364,13.113406
565959,Edge-Loc,Training,-0.8923177,6.6004148
681022,Edge-Loc,Test,-1.0361334,6.87575
653650,Edge-Loc,Test,-0.2956398,8.405971
684049,Edge-Loc,Test,2.856201,8.122682
681496,Edge-Loc,Test,-1.1128258,7.153274
810368,Edge-Loc,Test,-1.705297,6.24047
724261,Edge-Loc,Test,-1.1991241,6.53409
807910,Edge-Loc,Test,-0.84916484,7.795705
791680,Edge-Loc,Test,-0.49667063,8.571426
810023,Edge-Loc,Test,-1.1070306,6.570254
645221,Edge-Loc,Test,-2.02117,5.3742776
596535,Edge-Loc,Training,0.9970366,7.5046434
55749,Edge-Loc,Training,-1.1162544,6.640882
641478,Edge-Loc,Test,-0.3376919,7.734166
691383,Edge-Loc,Test,-0.6740474,7.2695765
139551,Edge-Loc,Training,0.1525747,7.348062
683842,Edge-Loc,Test,-1.0579901,6.62427
794619,Edge-Loc,Test,-0.5504096,8.55905
71509,Edge-Loc,Training,-0.9431852,7.1220794
696340,Edge-Loc,Training,3.0422616,8.209294
643436,Edge-Loc,Test,0.7804426,12.90872
692748,Edge-Loc,Test,0.670199,7.424892
791995,Edge-Loc,Test,1.12381,7.641526
767545,Edge-Loc,Test,3.2116365,8.394659
719040,Edge-Loc,Test,-0.15496951,8.949242
699696,Edge-Loc,Training,-0.50827616,6.245993
655242,Edge-Loc,Test,-0.80491996,7.2314825
811200,Edge-Loc,Test,-1.7374166,6.1010685
363432,Edge-Loc,Training,-1.0103058,6.6418667
784690,Edge-Loc,Training,0.9256644,7.475241
764693,Edge-Loc,Test,8.601774,17.885042
756635,Edge-Loc,Test,-0.44475648,8.755519
58191,Edge-Loc,Training,-0.9165413,6.768528
683923,Edge-Loc,Test,-0.70959556,6.539303
692676,Edge-Loc,Test,-0.17076066,8.851221
711371,Edge-Loc,Test,-0.62220305,8.731576
262625,Edge-Loc,Training,-0.69391763,7.60622
756035,Edge-Loc,Test,0.5199953,12.764258
780037,Edge-Loc,Test,-0.4869833,7.518323
810442,Edge-Loc,Test,-1.0306792,6.7936997
255753,Edge-Loc,Training,-0.4488057,6.214995
9632,Edge-Loc,Training,-0.3410335,7.0734873
234836,Edge-Loc,Training,-0.5215262,6.2326317
654753,Edge-Loc,Test,0.13063096,8.6002655
165625,Edge-Loc,Training,-0.81829953,6.8274355
657970,Edge-Loc,Test,0.5486058,7.2811985
8036,Edge-Loc,Training,-1.2356751,6.416735
82769,Edge-Loc,Training,0.06574468,7.6194487
763953,Edge-Loc,Test,-0.72474146,7.7767787
810856,Edge-Loc,Test,-1.7347069,6.1016397
796988,Edge-Loc,Test,-0.6330214,6.5187483
255758,Edge-Loc,Training,-0.41647086,6.265824
410220,Edge-Loc,Training,0.52285576,7.368307
679381,Edge-Loc,Test,-0.8692749,6.9063654
766394,Edge-Loc,Test,-1.2354187,6.502657
215950,Edge-Loc,Training,0.38478974,7.3507147
746684,Edge-Loc,Training,-1.8158456,5.796521
784395,Edge-Loc,Test,0.33012477,12.9305935
8544,Edge-Loc,Training,-0.646248,6.877901
166221,Edge-Loc,Training,-0.2296331,7.167036
594558,Edge-Loc,Training,-0.6624014,7.7828183
756693,Edge-Loc,Test,-0.69862956,7.99082
726855,Edge-Loc,Test,-1.1527605,6.4116716
683098,Edge-Loc,Test,0.2902623,8.0622225
758231,Edge-Loc,Test,-0.7597191,7.8200197
29406,Edge-Loc,Training,-0.6042632,6.3513923
780267,Edge-Loc,Test,-0.6372514,7.7816377
85243,Edge-Loc,Training,0.28160137,7.405444
721993,Edge-Loc,Test,0.37587228,8.43481
117663,Edge-Loc,Training,-0.24265693,6.6546316
68913,Edge-Loc,Training,0.21155949,7.8899803
758368,Edge-Loc,Test,-2.1182773,5.185297
12804,Edge-Loc,Training,0.63238657,7.366564
757363,Edge-Loc,Test,0.40014595,12.719605
766492,Edge-Loc,Test,-0.6387654,8.168801
311898,Edge-Loc,Training,0.94739205,7.4689145
713024,Edge-Loc,Test,0.07553145,7.349195
643734,Edge-Loc,Test,-1.3117462,6.4227166
776332,Edge-Loc,Test,-0.5286654,6.203586
203794,Edge-Loc,Training,-0.1928689,6.714696
697951,Edge-Loc,Training,-0.12547864,7.5678883
321972,Edge-Loc,Training,0.18041602,7.677586
679972,Edge-Loc,Test,-0.4172285,7.654973
59416,Edge-Loc,Training,-0.25863504,7.1690345
809846,Edge-Loc,Test,-0.90803003,6.9749603
107038,Edge-Loc,Training,-0.35063827,7.800101
656279,Edge-Loc,Test,0.7347817,12.913837
811168,Edge-Loc,Test,-0.673451,8.47983
756446,Edge-Loc,Test,0.5752337,7.400306
244986,Edge-Loc,Training,0.7822234,7.430599
72181,Edge-Loc,Training,-0.92871976,6.72839
216090,Edge-Loc,Training,-0.43371025,7.81031
361617,Edge-Loc,Training,-0.3338445,6.28849
806743,Edge-Loc,Test,-1.6834937,6.142219
811418,Edge-Loc,Test,-0.5503046,8.553827
16432,Edge-Loc,Training,0.4606272,7.2767997
692865,Edge-Loc,Test,1.1411186,7.528442
289225,Edge-Loc,Training,-0.92927784,7.3499374
321962,Edge-Loc,Training,0.0072083846,7.7332344
171606,Edge-Loc,Training,-0.25889984,6.534791
219775,Edge-Loc,Training,-0.01309432,7.259125
725036,Edge-Loc,Test,-0.6861295,7.191054
59947,Edge-Loc,Training,-0.715517,7.9925947
50563,Edge-Loc,Training,-1.8526002,5.713784
771275,Edge-Loc,Test,-0.4923324,6.5919986
710349,Edge-Loc,Training,0.011083171,7.133277
691457,Edge-Loc,Test,0.063257486,8.176043
811424,Edge-Loc,Test,-0.28178924,6.813659
417002,Edge-Loc,Training,0.16596504,7.253649
798098,Edge-Loc,Test,-1.7506107,6.0546775
800406,Edge-Loc,Test,1.0721424,7.539706
602155,Edge-Loc,Training,-0.68733376,6.8421483
279208,Edge-Loc,Training,-0.41133472,6.2481074
692272,Edge-Loc,Test,-0.44997615,8.438938
711007,Edge-Loc,Training,-0.106468156,8.519052
72789,Edge-Loc,Training,-0.8909818,6.8893285
654730,Edge-Loc,Test,-0.34624025,8.405763
796221,Edge-Loc,Test,-1.6503329,6.217173
544091,Edge-Loc,Training,-1.8624812,5.70038
643549,Edge-Loc,Test,15.388547,-0.5647423
645145,Edge-Loc,Test,0.20745932,7.188962
684746,Edge-Loc,Test,-1.2009665,6.590856
764883,Edge-Loc,Test,8.655731,17.944622
766762,Edge-Loc,Test,-0.44353318,6.2832823
713833,Edge-Loc,Test,0.44495752,8.412835
808881,Edge-Loc,Test,-1.4393095,6.6015887
713007,Edge-Loc,Test,-0.5088109,6.4040027
810701,Edge-Loc,Test,0.7860016,7.4160147
82277,Edge-Loc,Training,-1.4092835,6.400701
809741,Edge-Loc,Test,-0.28718778,7.2759857
529464,Edge-Loc,Training,-0.86844385,6.756804
680400,Edge-Loc,Test,-1.6938062,6.058604
809192,Edge-Loc,Test,-0.04625416,8.817571
49384,Edge-Loc,Training,-1.397213,6.5448256
71740,Edge-Loc,Training,-0.62277156,7.5439515
45772,Edge-Loc,Training,-0.4978626,6.985223
642703,Edge-Loc,Test,-0.31395358,8.040005
769118,Edge-Loc,Test,-0.4832927,8.448671
142476,Edge-Loc,Training,-0.28861856,7.5490947
776338,Edge-Loc,Test,-0.6314271,6.4256516
322082,Edge-Loc,Training,0.6769093,7.491679
806222,Edge-Loc,Test,-0.034108814,8.336938
651470,Edge-Loc,Test,-0.23662919,7.0215654
763053,Edge-Loc,Test,-0.37004,7.200123
361999,Edge-Loc,Training,0.91086745,7.421547
683173,Edge-Loc,Test,-0.26272535,6.851342
720578,Edge-Loc,Test,-0.4994316,6.1296563
791849,Edge-Loc,Test,0.66251934,8.460986
62798,Edge-Loc,Training,-0.3250282,7.025095
780865,Edge-Loc,Test,-0.3489745,8.036732
244241,Edge-Loc,Training,-0.58133364,6.5605006
684226,Edge-Loc,Test,-0.706912,7.6753
82298,Edge-Loc,Training,0.49944022,8.4449
678405,Edge-Loc,Test,15.769693,-1.2807218
758490,Edge-Loc,Test,-0.02581813,7.30359
794362,Edge-Loc,Test,-1.052881,6.890007
414298,Edge-Loc,Training,-0.14884923,6.9022183
718923,Edge-Loc,Test,-0.1771618,8.659488
684750,Edge-Loc,Test,0.71089244,7.477423
770777,Edge-Loc,Test,-0.68346256,8.049965
761996,Edge-Loc,Test,-0.7311711,6.913742
795024,Edge-Loc,Test,-1.5372485,6.40428
700378,Edge-Loc,Training,1.0141077,7.6111026
757968,Edge-Loc,Test,-0.41756815,8.678185
602709,Edge-Loc,Training,-0.55977505,6.23453
405366,Edge-Loc,Training,-0.48982278,7.8035173
776410,Edge-Loc,Test,-0.54545516,6.123194
757148,Edge-Loc,Test,-0.70924056,8.134412
691534,Edge-Loc,Test,-0.49994674,8.382397
770819,Edge-Loc,Test,-0.6191424,7.3579497
173814,Edge-Loc,Training,-0.479573,6.631101
414171,Edge-Loc,Training,-1.2854329,6.37833
756614,Edge-Loc,Test,0.3889463,8.56379
82482,Edge-Loc,Training,0.57540244,7.385178
660392,Edge-Loc,Test,-0.561189,7.499004
588075,Edge-Loc,Training,0.4753792,7.450531
610436,Edge-Loc,Training,-0.44638026,6.6642056
641629,Edge-Loc,Test,-0.34930888,6.952832
684752,Edge-Loc,Test,-0.35436,6.467814
359723,Edge-Loc,Training,0.85553384,7.5792294
276888,Edge-Loc,Training,-0.6111376,6.4016414
58203,Edge-Loc,Training,-0.71061707,7.5614176
781035,Edge-Loc,Test,-0.3857492,8.42353
136453,Edge-Loc,Training,-0.31685647,7.110794
791889,Edge-Loc,Test,-0.5785988,8.15241
6451,Edge-Loc,Training,-1.6518012,6.108195
737556,Edge-Loc,Test,0.14836901,8.658876
700876,Edge-Loc,Training,-0.18231307,7.129886
407204,Edge-Loc,Training,-0.02155494,7.1566935
766302,Edge-Loc,Test,-0.47106588,8.5453
45714,Edge-Loc,Training,-0.20687376,7.215244
762449,Edge-Loc,Test,0.026505124,8.715908
608547,Edge-Loc,Training,0.32078236,7.356268
221124,Edge-Loc,Training,-0.6203896,6.971612
768732,Edge-Loc,Test,-0.81515515,7.9061747
219645,Edge-Loc,Training,0.39441237,7.3325176
791674,Edge-Loc,Test,0.7447203,12.857707
701828,Edge-Loc,Training,-0.24881865,6.9010954
643765,Edge-Loc,Test,0.7700613,7.4308805
767540,Edge-Loc,Test,0.9192026,7.6510167
683615,Edge-Loc,Test,-0.54944545,6.981063
106386,Edge-Loc,Training,-0.22935525,6.4801745
780056,Edge-Loc,Test,-0.57972556,7.7663565
656286,Edge-Loc,Test,-0.6028465,7.51363
137623,Edge-Loc,Training,0.016498264,7.189452
25475,Edge-Loc,Training,0.37028524,7.2351913
769604,Edge-Loc,Test,0.42301938,7.2691326
711424,Edge-Loc,Test,1.3516984,14.61476
84487,Edge-Loc,Training,0.78474,7.822066
766581,Edge-Loc,Test,-0.7305449,7.8394847
806869,Edge-Loc,Test,0.6963903,7.3771324
779238,Edge-Loc,Test,-0.43412927,8.211467
651319,Edge-Loc,Test,-0.41910005,8.2679
766305,Edge-Loc,Test,-1.7864354,5.838159
766192,Edge-Loc,Test,-1.4747851,6.342653
236125,Edge-Loc,Training,-1.0300149,6.70377
417004,Edge-Loc,Training,0.041811798,7.296816
8554,Edge-Loc,Training,-0.56771165,8.150332
2002,Edge-Loc,Training,-1.3113098,6.4999666
87205,Edge-Loc,Training,-0.7387684,6.919678
772395,Edge-Loc,Test,-1.0176746,7.212829
808715,Edge-Loc,Test,-0.4226857,8.694952
119544,Edge-Loc,Training,-1.0430554,6.574818
791808,Edge-Loc,Test,-0.21398163,8.433781
58496,Edge-Loc,Training,0.36260262,12.698547
692145,Edge-Loc,Test,0.25740904,7.4293375
807713,Edge-Loc,Test,-1.6641364,6.1473866
382471,Edge-Loc,Training,-0.20632863,8.59118
44114,Edge-Loc,Training,-0.30803183,8.406891
748141,Edge-Loc,Training,-0.6654581,6.60808
41906,Edge-Loc,Training,0.978086,7.5663404
76334,Edge-Loc,Training,1.0542101,7.538583
82285,Edge-Loc,Training,-0.76304495,7.1424084
82279,Edge-Loc,Training,-1.799657,5.806115
810890,Edge-Loc,Test,-1.1259617,7.202956
781262,Edge-Loc,Test,-0.31713372,8.201995
25478,Edge-Loc,Training,0.16041952,7.4144187
695713,Edge-Loc,Test,1.1509626,7.671774
767816,Edge-Loc,Test,-1.0966266,7.262488
41,Edge-Loc,Training,0.059321504,7.2140403
533690,Edge-Loc,Training,-0.7271552,6.5234537
770125,Edge-Loc,Test,-0.12811308,7.1878633
769514,Edge-Loc,Test,-1.3961331,6.3940487
49331,Edge-Loc,Training,-1.3489465,6.4286513
810621,Edge-Loc,Test,2.689908,8.112871
645419,Edge-Loc,Test,-0.806689,6.583657
51576,Edge-Loc,Training,-0.73147136,7.410288
696480,Edge-Loc,Training,-0.47661686,6.376892
794633,Edge-Loc,Test,-1.7481412,6.1751404
654786,Edge-Loc,Test,-0.17600888,8.97523
789991,Edge-Loc,Test,-0.2884633,8.6783
415614,Edge-Loc,Training,0.0716413,7.353307
415617,Edge-Loc,Training,0.06767754,7.308426
416202,Edge-Loc,Training,-0.15406162,7.2146616
766401,Edge-Loc,Test,-1.3789515,6.4302197
792819,Edge-Loc,Test,-0.32823136,7.2098184
716208,Edge-Loc,Test,-0.8040011,6.8064537
256711,Edge-Loc,Training,-2.189327,5.048274
755579,Edge-Loc,Test,0.7930237,7.453454
173152,Edge-Loc,Training,0.6837512,7.3621306
708614,Edge-Loc,Training,0.19223765,6.9623213
243447,Edge-Loc,Training,0.40201968,7.192791
758795,Edge-Loc,Test,-0.8467325,7.624386
291110,Edge-Loc,Training,0.87800664,7.4693656
765160,Edge-Loc,Training,-0.6557435,7.6427755
711846,Edge-Loc,Test,-0.21979816,6.6008425
766876,Edge-Loc,Test,-0.18412736,8.891703
272953,Edge-Loc,Training,0.81846935,7.4538755
802780,Edge-Loc,Test,-0.517982,8.599441
714201,Edge-Loc,Test,0.019781606,8.713742
809658,Edge-Loc,Test,-0.20268568,8.805262
688074,Edge-Loc,Test,-0.12367138,9.038576
82544,Edge-Loc,Training,-0.19661775,6.6745667
95118,Edge-Loc,Training,1.0189404,7.530284
794285,Edge-Loc,Test,-1.8547755,5.8490953
756465,Edge-Loc,Test,-0.43813264,7.058392
58246,Edge-Loc,Training,-0.78364176,7.968035
639639,Edge-Loc,Training,-0.45264903,6.3374066
730116,Edge-Loc,Test,-1.4780236,6.4177337
755924,Edge-Loc,Test,-0.27895054,8.50266
356980,Edge-Loc,Training,0.058576245,7.140935
728759,Edge-Loc,Test,-0.5142919,6.3070145
728610,Edge-Loc,Test,-0.027970362,8.617028
313676,Edge-Loc,Training,0.17530502,7.144826
611281,Edge-Loc,Training,0.9972632,7.4999704
591062,Edge-Loc,Training,-0.13721594,8.859989
695929,Edge-Loc,Test,-0.029811885,7.2262554
591247,Edge-Loc,Training,-0.5350334,8.152673
54538,Edge-Loc,Training,-1.3829982,6.4156404
792926,Edge-Loc,Test,-0.60251814,6.5386267
794564,Edge-Loc,Test,-2.223821,4.9713264
693668,Edge-Loc,Test,-0.52266514,7.844177
407200,Edge-Loc,Training,-0.97197455,6.747641
58487,Edge-Loc,Training,-0.8410102,7.4942555
80099,Edge-Loc,Training,-1.360481,6.4223228
681955,Edge-Loc,Test,-1.6738015,6.152322
56348,Edge-Loc,Training,-0.7072391,8.153117
268814,Edge-Loc,Training,-0.37302062,6.638872
796322,Edge-Loc,Test,-0.4796654,8.3575325
614851,Edge-Loc,Training,-1.0734701,6.4188724
68916,Edge-Loc,Training,0.87154406,7.573817
58195,Edge-Loc,Training,-0.276222,8.330097
798326,Edge-Loc,Test,-1.675246,6.223541
767841,Edge-Loc,Test,-1.2484362,6.5010285
353272,Edge-Loc,Training,-0.6963057,6.8322697
776412,Edge-Loc,Test,-0.55067664,6.1118293
776404,Edge-Loc,Test,-0.5180006,6.122881
692328,Edge-Loc,Test,0.44003934,12.714617
49204,Edge-Loc,Training,0.7453741,7.421446
769630,Edge-Loc,Test,-0.09651178,7.172742
757218,Edge-Loc,Test,-0.5104522,7.85774
757433,Edge-Loc,Test,-0.54283476,8.465949
773053,Edge-Loc,Test,-1.3467174,6.794569
416205,Edge-Loc,Training,-0.051916838,7.2594905
773357,Edge-Loc,Test,-0.5352656,6.313054
776416,Edge-Loc,Test,-0.56540185,6.2424283
6047,Edge-Loc,Training,0.7821126,7.4813595
773157,Edge-Loc,Test,0.8460926,7.4587975
652429,Edge-Loc,Test,-0.25634587,8.595034
653699,Edge-Loc,Test,1.0010787,7.7160025
766693,Edge-Loc,Test,-0.98316884,7.051983
437957,Edge-Loc,Training,-0.29935685,7.0791
807346,Edge-Loc,Test,-0.26204705,8.095596
8325,Edge-Loc,Training,-0.7530928,7.9829416
698914,Edge-Loc,Training,-0.2859537,8.455498
289212,Edge-Loc,Training,-0.32613754,7.1855235
710835,Edge-Loc,Training,0.21924926,7.242862
656062,Edge-Loc,Test,2.764809,8.107067
692832,Edge-Loc,Test,0.83168626,7.4979687
58205,Edge-Loc,Training,-0.5059616,8.4426985
118799,Edge-Loc,Training,-0.7779516,6.8131647
776406,Edge-Loc,Test,15.395806,-0.5739866
780894,Edge-Loc,Test,-0.5955447,8.416257
308774,Edge-Loc,Training,0.18862608,7.3961434
767836,Edge-Loc,Test,-0.41956148,8.8589945
682343,Edge-Loc,Test,-1.2441169,7.1321435
768396,Edge-Loc,Test,-0.4186468,8.414257
757454,Edge-Loc,Test,-0.50929654,8.603109
82662,Edge-Loc,Training,-0.48167154,8.861791
315819,Edge-Loc,Training,0.9419123,7.499307
759785,Edge-Loc,Test,-1.5354922,6.431093
657624,Edge-Loc,Test,-0.16651224,8.873621
724151,Edge-Loc,Test,-0.54049385,6.222108
89786,Edge-Loc,Training,-0.74896044,6.925056
640448,Edge-Loc,Test,0.42079455,8.212592
308773,Edge-Loc,Training,-0.44816092,7.887685
288322,Edge-Loc,Training,-0.64512575,6.2565274
29400,Edge-Loc,Training,-0.20519453,6.926421
253586,Edge-Loc,Training,-0.10441994,7.8443537
714041,Edge-Loc,Test,-0.0025665138,7.8170085
718343,Edge-Loc,Test,-0.6887512,8.031613
770066,Edge-Loc,Test,-0.976232,7.074566
480724,Edge-Loc,Training,-2.1374786,5.1053014
76312,Edge-Loc,Training,-1.1220225,6.462473
763806,Edge-Loc,Test,-0.96718,6.6978984
810124,Edge-Loc,Test,-0.40015215,6.1887665
183245,Edge-Loc,Training,0.4409489,7.559933
806769,Edge-Loc,Test,0.7445186,7.401133
779443,Edge-Loc,Test,-0.5249237,7.765844
776344,Edge-Loc,Test,-0.52754897,6.1683826
652964,Edge-Loc,Test,-0.2203346,8.658854
757317,Edge-Loc,Test,-0.63188446,8.448087
97154,Edge-Loc,Training,-0.35272002,8.04337
766203,Edge-Loc,Test,-0.71638197,8.135198
73639,Edge-Loc,Training,-1.0544565,6.4847984
59519,Edge-Loc,Training,0.4695539,13.008427
690972,Edge-Loc,Test,-0.13858595,8.974763
416995,Edge-Loc,Training,0.069666855,7.367422
726173,Edge-Loc,Test,1.0152788,7.4832797
701086,Edge-Loc,Training,-0.0007383664,7.224014
575519,Edge-Loc,Training,-0.6915468,8.1966305
308772,Edge-Loc,Training,0.05743876,7.4992304
776031,Edge-Loc,Test,0.4059631,12.782096
24099,Edge-Loc,Training,-0.6751687,7.9978004
692962,Edge-Loc,Test,-0.47538152,6.151816
713775,Edge-Loc,Test,-0.5146081,6.134816
767919,Edge-Loc,Test,-1.0723966,6.5937862
762032,Edge-Loc,Test,0.69600445,8.555793
144053,Edge-Loc,Training,0.85450375,7.476272
338220,Edge-Loc,Training,-1.0215437,6.4716377
329477,Edge-Ring,Training,-2.6375618,-2.2560499
728423,Edge-Ring,Test,-2.842187,-3.0410147
200111,Edge-Ring,Training,-4.080522,-2.4758666
216734,Edge-Ring,Training,-3.8932955,-3.4123065
186670,Edge-Ring,Training,-4.2797203,-2.8849013
360381,Edge-Ring,Training,-3.4167879,-3.8111885
350444,Edge-Ring,Training,-3.2181258,-3.6560884
244964,Edge-Ring,Training,-2.9401302,-2.4647639
232350,Edge-Ring,Training,-2.4333823,-3.8709521
385400,Edge-Ring,Training,-2.6560354,-3.1086023
343231,Edge-Ring,Training,-2.733409,-3.878863
141184,Edge-Ring,Training,-3.8848777,-3.9264352
95058,Edge-Ring,Training,-2.7306333,-1.4728425
793647,Edge-Ring,Test,-1.752707,6.1089497
182582,Edge-Ring,Training,-4.3237023,-2.8064156
141295,Edge-Ring,Training,-3.7445152,-4.131401
21011,Edge-Ring,Training,-2.4145994,-3.4408123
300567,Edge-Ring,Training,-2.580537,-2.0555172
232194,Edge-Ring,Training,-3.7347908,-2.381817
377242,Edge-Ring,Training,-3.4768696,-3.5511627
763874,Edge-Ring,Test,-2.1238163,5.158913
267588,Edge-Ring,Training,-2.997889,-3.3618698
422890,Edge-Ring,Training,-2.5958133,-3.2554214
300400,Edge-Ring,Training,-3.3565612,-3.7801614
141201,Edge-Ring,Training,-3.8940182,-4.005444
200184,Edge-Ring,Training,-4.216767,-2.7486963
221314,Edge-Ring,Training,-2.7604468,-3.111327
268690,Edge-Ring,Training,-2.9956765,-3.3894243
20951,Edge-Ring,Training,-2.520742,-3.363311
353033,Edge-Ring,Training,-3.4969103,-3.4897408
439494,Edge-Ring,Training,-2.751636,-1.4913405
204001,Edge-Ring,Training,-2.6301377,-2.1424212
182027,Edge-Ring,Training,-2.5520415,-3.2788057
21053,Edge-Ring,Training,-3.1505318,-2.456646
188237,Edge-Ring,Training,-2.2571702,-3.7022722
267590,Edge-Ring,Training,-2.926764,-3.4490774
743486,Edge-Ring,Test,-2.704631,-1.4926836
743603,Edge-Ring,Test,-2.3616078,4.605897
14167,Edge-Ring,Training,-3.847062,-3.901338
377467,Edge-Ring,Training,-3.1847517,-4.206932
411740,Edge-Ring,Training,-2.529351,-2.331897
728455,Edge-Ring,Test,-2.995595,-4.025667
353170,Edge-Ring,Training,-3.060692,-3.538681
154773,Edge-Ring,Training,-2.1406746,-3.6819875
21249,Edge-Ring,Training,-2.866072,-3.18572
141400,Edge-Ring,Training,-3.9253128,-4.0574226
268813,Edge-Ring,Training,-2.9073222,-3.1890936
241608,Edge-Ring,Training,-2.769265,-3.8475125
175595,Edge-Ring,Training,-4.3730416,-2.852414
188272,Edge-Ring,Training,-2.205321,-3.6894639
221421,Edge-Ring,Training,-3.7165885,-3.5655289
411741,Edge-Ring,Training,-2.5902073,-2.3208764
333961,Edge-Ring,Training,-3.458226,-3.6426954
236216,Edge-Ring,Training,-3.5618324,-3.2853646
243540,Edge-Ring,Training,-2.2417924,-3.6889226
236448,Edge-Ring,Training,-3.6678917,-3.2342272
377133,Edge-Ring,Training,-3.48308,-3.3936694
21146,Edge-Ring,Training,-2.359603,-3.6401448
723125,Edge-Ring,Test,-2.666526,-1.4662443
187814,Edge-Ring,Training,-4.00034,-2.4482763
764114,Edge-Ring,Test,-2.2573385,4.9016685
716704,Edge-Ring,Test,-2.733131,-1.4608455
690387,Edge-Ring,Test,-2.213625,4.9870625
187903,Edge-Ring,Training,-4.2425394,-2.685243
346771,Edge-Ring,Training,-3.3284051,-4.0121527
228229,Edge-Ring,Training,-3.6860354,-3.0506566
141202,Edge-Ring,Training,-3.8778322,-3.96509
328652,Edge-Ring,Training,-2.9379082,-3.010795
